topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
Cloud Computing,"Staff Software Engineer, Infrastructure, Core","Sunnyvale, CA, USA","Design, develop, test, deploy, maintain, and enhance large-scale software solutions
Facilitate alignment on goals and timelines
Influence and coach distributed teams
Manage project priorities and deadlines
Write product or system code",,"Algorithms, C++, Code review, Data Storage, Data Structures, Debugging, Distributed Systems, Documentation, Large-scale Infrastructure, Networking, System design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,8,Full Time,USD 197K-291K,2025-08-08,cloud-staff-software-engineer-infrastructure-core-01,payne-johnston@demo
Cloud Computing,"Software Engineering Manager II, Google Cloud Business Platforms","Sunnyvale, CA, USA","Align strategy and processes
Design and review system architectures
Review and provide feedback on code
Triage and debug system issues
Write and test software code","Benefits
Bonus
Equity","Artificial Intelligence, Code review, Data Storage, Debugging, Distributed Computing, Documentation, Language Processing, Large-Scale System Design, Mobile development, Natural Language, Natural Language Processing, Networking, Privacy, Security, Software development, System design, Testing, UI Design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,8,Full Time,USD 197K-291K,2025-08-08,cloud-software-engineering-manager-ii-google-cloud-business-platforms-01,vazquez-henderson@demo
Cloud Computing,"Senior Software Engineer, Google Cloud Security and Privacy","Sunnyvale, CA, USA","Collaborate on engineering programs and product development
Contribute innovative ideas to team
Design system software for storage systems
Develop solutions for metrics collection and analysis
Implement automation tools for diagnostics and performance evaluation",,"C#, C++, Device Drivers, Distributed Computing, Firmware, Firmware Development, Fleet Management, HDD, Large-Scale System Design, Linux Kernel, NAND, NVMe, Open Source, Open-Source Development, Python, SAS, SATA, Scripting, Security standards, Server fleet management, Shell Scripting, Software stack, Source development, SSD, Storage software, Storage software stack, Storage technologies, System design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,5,Full Time,USD 166K-244K,2025-08-08,cloud-senior-software-engineer-google-cloud-security-and-privacy-01,stewart_gates_and_kelley@demo
Cloud Computing,Engineering Manager Software Defined Network,"Dublin, Ireland","Build SDN control plane systems for Google’s Global Network Edge
Design and implement control plane networking features
Drive co-innovation with product and engineering teams
Enable SFDC solutions on Google Cloud
Lead technical relationship with SFDC","Benefits
Bonus
Equity","AI Agents, AI/ML, AI Models, AI workflows, Application development, Automation, Cloud Computing, Cloud infrastructure, Data, Data Analysis, Distributed Systems, Language Models, Large Language Models, Security, Software Architecture, Solution design, Technical Consulting",Bachelor's Degree,Senior level / Expert,8,Full Time,,2025-08-08,cloud-engineering-manager-software-defined-network-01,stewart_gates_and_kelley@demo
Cloud Computing,"Software Engineer, Cloud Next Generation Firewall Enterprise","Raleigh, NC, USA; Durham, NC, USA","Analyze impact on hardware network or service
Contribute to documentation and educational content
Design reliable and performant security solutions
Implement solutions using programming languages
Provide feedback to product and engineering teams
Support sales and account teams throughout customer engagement",,"AI Solutions, Architecture development, Cloud Computing, Cloud Platforms, Code reading, Infrastructure modernization, Public Cloud, Public Cloud Platforms, Python, Reference Architecture, Reference Architecture Development, Security, Solution architecture, Technical Communication, Technical Consulting","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,2,Full Time,USD 141K-202K,2025-08-08,cloud-software-engineer-cloud-next-generation-firewall-enterprise-01,stewart_gates_and_kelley@demo
Cloud Computing,"Solutions Architect Manager, Google Cloud","Dublin, Ireland","Contribute to documentation and educational content
Lead or participate in design reviews
Review and provide feedback on code
Triage, debug, and resolve system issues
Write product or system code","Benefits
Bonus
Equity","Accessibility technology, Artificial Intelligence, Code review, Data Analysis, Data Storage, Distributed Computing, Documentation writing, Language Processing, Large-scale system management, Mobile development, Natural Language, Natural Language Processing, Networking, Performance Analysis, Security, Software development, System Debugging, System design, System Health, System Health Diagnosis, System management, Test Engineering, UI Design, Visualization Tools","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,7,Full Time,,2025-08-08,cloud-solutions-architect-manager-google-cloud-01,klein_adams_and_lee@demo
Cloud Computing,Fullstack Developer | Chennai/Bangalore,India,"Create and execute unit, integration, and acceptance tests
Design, develop, troubleshoot, and review secure software solutions
Develop high-quality architecture solutions for cloud-based applications
Engage with technical teams and stakeholders to propose technical approaches
Evaluate and provide feedback on new technologies
Identify opportunities to automate and improve operational stability
Lead evaluation sessions with vendors and internal teams on architectural designs
Participate in architecture governance",,"Agile methodologies, Application development, Application Resiliency, Architecture evaluation, Automation, AWS, CI/CD, Cloud Native, Continuous Delivery, Development Life Cycle, Java, Python, Security, Software development, Software Development Life Cycle, System design, Technical Troubleshooting","Bachelor's Degree, Master's Degree",Senior level / Expert,7,Full Time,,2025-08-08,cloud-fullstack-developer-chennai-bangalore-01,cuevas_ltd@demo
Cloud Computing,Cloud DevOps Engineer - Azure (all genders),"Munich, BY, Germany","Collaborate on cloud-based software solutions
Conduct knowledge transfer on Kubernetes and WebApps
Develop and onboard cloud applications
Implement cloud-native use cases
Standardize Azure architectures using Infrastructure-as-Code",,"Automation, C#, C++, Cloud Computing, Java, JavaScript, Python, Resilience, Scalability, Security, Software development, System monitoring","Bachelor's Degree, Master's Degree",Entry-level / Junior,3,Full Time,,2025-08-08,cloud-cloud-devops-engineer-azure-all-genders-01,mitchell-hoffman@demo
Cloud Computing,Azure DevOps Engineer,India - Remote [R],"Automate cloud environment provisioning
Build customer cloud solutions with cloud-native components
Collaborate with teams and escalate issues
Develop overall solutions for functional and non-functional needs
Identify optimal solutions meeting client needs
Map decisions to requirements and guide developers
Relate technology integration scenarios to projects
Resolve code and design issues through root cause analysis
Review architecture for scalability, security, and best practices
Understand client requirements and translate into technical design
Write and review high-quality code",,"API Development, API Gateway, AWS, Business Requirement Analysis, CI/CD, CI/CD pipelines, CloudWatch, Communication skills, Database optimization, DevOps, DynamoDB, EC2, EKS, GitHub, GitLab, Hibernate, Indexing, Industry trends, Java 8, Java 8/11+, Jenkins, JPA, JSON, JUnit, Lambda, Mockito, Oracle, Performance Testing, PL/SQL, PostgreSQL, Query Tuning, RDS, Requirement Analysis, RESTful Web Services, S3, Spring Boot, Spring Cloud, Terraform, Troubleshooting, Web Services, XML","Bachelor's, Master's",Mid-level / Intermediate,8,Full Time,,2025-08-08,cloud-azure-devops-engineer-01,williams_armstrong_and_ware@demo
Cloud Computing,"Senior Site Reliability Engineer, Enterprise Cloud Platforms, Global Technology, Australia","Sydney, Australia","Automate infrastructure and network configurations
Collaborate on security and vulnerability management
Design and maintain cloud platforms
Develop and test scalable solutions
Identify and eliminate operational toil
Implement deployment pipelines
Monitor and analyze platform data
Participate in on-call rotations and postmortems
Resolve complex reliability issues",,"Automation (Terraform), Automation Terraform Ansible, Azure Monitor Log Analytics, CI/CD, CI/CD Jenkins, CI/CD Jenkins Git, CI/CD Jenkins Git GitOps, Cloud Native, Cloud-Native Tools, Cloud native tools CloudWatch CloudTrail Azure Monitor Log Analytics, Cloud platform, Cloud Platform Engineering, Containerization (Kubernetes), Containerization (Kubernetes, EKS), Containerization Kubernetes EKS Fargate Openshift, Cost and inventory management FinOps, Data Services, Data services Databricks RDS OpenAI, Data Visualization, Data visualization and reporting, Git/GitOps, IAM Active Directory Azure AD PingIdentity Okta, Linux Windows, Linux Windows shell scripting, Log Analytics, Monitoring Tools, Monitoring tools Grafana, Monitoring tools (Grafana, Prometheus), Monitoring tools Grafana Prometheus Splunk Dynatrace, Networking (Firewall, Networking Firewall DNS Load Balancing Proxies, Operational Stability, Operational stability and resilience, Platform Engineering, Programming (Python, Programming Python Java, Programming Python Java Spring Boot .Net, Security (IAM, Security IAM Active Directory Azure AD PingIdentity Okta, Shell Scripting, SRE practices, Terraform Ansible, Visualization and reporting, Windows shell scripting","Bachelor's Degree, Master's Degree",Senior level / Expert,15,Full Time,,2025-08-08,cloud-senior-site-reliability-engineer-enterprise-cloud-platforms-global-technology-australia-01,stewart_gates_and_kelley@demo
Cloud Computing,Cloud Engineer,WEMEA - Spain - Villanueva de Gállego,"Automate resource provisioning
Collaborate with teams
Create technical documentation
Design cloud solutions
Design geographically redundant services
Develop and document scripts and procedures
Develop SOPs for automation
Ensure security and compliance
Forecast project scope and budget
Implement cloud infrastructure","Onsite work
Support rotation
Travel opportunities","Agile methodologies, AWS, CI/CD, Database Management, Data Modelling, Design Patterns, DevOps, Distributed Programming, Event Driven, Event-driven architecture, Frontend Development, Infrastructure as Code, Java, JDBC, Linux, Multiple Programming Languages, Multi-threaded programming, Object-Oriented, Object-oriented design, Presentation, Problem Solving, Programming Languages, Python, React, SQL, SRE, Team Collaboration, Technical writing, Threaded programming, Version control","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,2,Full Time,,2025-08-08,cloud-cloud-engineer-01,friedman_llc@demo
